Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
55.91,Black,Cotton,8,9,11,DAP
64.89,Loamy,Barley,7,9,32,17-17-17
58.06,Loamy,Tobacco,13,0,37,Urea
20.0,Sandy,Pulses,18,13,13,DAP
30.84,Red,Paddy,15,17,18,20-20
34.24,Sandy,Maize,11,15,11,20-20
28.42,Clayey,Millets,12,3,36,DAP
42.32,Clayey,Paddy,10,4,11,17-17-17
35.51,Red,Wheat,13,12,25,17-17-17
43.06,Loamy,Cotton,9,0,12,DAP
34.02,Clayey,Barley,17,2,28,14-35-14
63.35,Red,Wheat,13,0,14,DAP
40.91,Loamy,Tobacco,42,0,0,14-35-14
20.0,Red,Millets,7,19,12,10-26-26
34.67,Clayey,Cotton,13,3,33,28-28
37.49,Clayey,Millets,44,0,0,14-35-14
30.3,Clayey,Wheat,31,1,4,DAP
30.19,Loamy,Tobacco,25,0,16,10-26-26
52.71,Red,Wheat,9,13,23,17-17-17
53.37,Red,Paddy,5,3,32,Urea
57.23,Red,Sugarcane,10,19,18,14-35-14
34.45,Black,Wheat,4,3,33,Urea
37.08,Sandy,Sugarcane,23,0,24,28-28
42.85,Red,Tobacco,5,10,31,17-17-17
27.52,Black,Maize,13,0,41,DAP
39.36,Red,Oil seeds,10,4,12,Urea
57.58,Sandy,Millets,38,0,3,DAP
50.06,Sandy,Cotton,9,7,28,17-17-17
70.0,Loamy,Ground Nuts,10,1,10,28-28
57.15,Clayey,Millets,16,0,5,DAP
53.78,Clayey,Cotton,5,14,11,Urea
68.55,Loamy,Cotton,37,4,0,Urea
50.38,Clayey,Cotton,18,3,20,14-35-14
56.5,Clayey,Maize,11,0,40,DAP
28.08,Red,Millets,34,2,1,Urea
26.26,Red,Ground Nuts,6,11,32,20-20
20.33,Loamy,Tobacco,15,0,36,20-20
49.01,Clayey,Wheat,1,14,12,DAP
31.88,Loamy,Paddy,41,0,4,14-35-14
38.75,Sandy,Pulses,38,0,4,17-17-17
36.36,Sandy,Cotton,20,2,20,10-26-26
38.11,Sandy,Barley,35,1,1,20-20
55.11,Sandy,Barley,17,0,8,14-35-14
36.0,Clayey,Ground Nuts,21,0,26,28-28
37.6,Loamy,Sugarcane,25,0,18,10-26-26
50.87,Clayey,Cotton,11,2,37,DAP
36.38,Clayey,Oil seeds,12,0,33,20-20
20.0,Black,Wheat,9,8,30,DAP
33.83,Red,Paddy,7,3,32,14-35-14
48.04,Black,Paddy,9,0,36,14-35-14
31.75,Clayey,Sugarcane,35,2,0,20-20
41.08,Clayey,Maize,38,0,0,DAP
46.71,Clayey,Wheat,41,0,0,20-20
40.91,Clayey,Oil seeds,19,2,18,DAP
43.54,Black,Ground Nuts,36,0,0,17-17-17
29.74,Loamy,Millets,32,0,3,17-17-17
44.04,Loamy,Wheat,41,0,0,20-20
70.0,Red,Maize,8,14,10,20-20
31.15,Black,Maize,10,4,8,28-28
68.4,Red,Barley,4,5,28,20-20
56.4,Red,Oil seeds,11,3,5,10-26-26
48.45,Loamy,Barley,13,0,6,28-28
39.38,Clayey,Tobacco,10,1,14,10-26-26
69.94,Black,Pulses,14,0,37,DAP
46.79,Black,Barley,9,4,30,10-26-26
32.12,Clayey,Millets,37,0,1,20-20
35.85,Black,Ground Nuts,37,0,0,20-20
34.24,Loamy,Ground Nuts,37,0,0,28-28
37.63,Sandy,Oil seeds,41,0,0,28-28
40.46,Clayey,Cotton,9,11,17,Urea
36.41,Black,Pulses,13,0,11,10-26-26
30.78,Clayey,Oil seeds,13,0,13,14-35-14
53.4,Sandy,Millets,25,1,21,14-35-14
57.22,Sandy,Paddy,40,0,0,14-35-14
37.72,Loamy,Pulses,38,0,0,Urea
28.94,Loamy,Ground Nuts,15,0,39,10-26-26
41.6,Red,Wheat,12,3,41,14-35-14
40.09,Clayey,Paddy,14,0,11,17-17-17
20.0,Black,Millets,7,16,12,17-17-17
46.44,Black,Tobacco,27,3,27,10-26-26
26.1,Loamy,Cotton,33,0,0,Urea
54.12,Sandy,Maize,42,3,0,10-26-26
54.99,Clayey,Sugarcane,17,0,40,14-35-14
46.6,Red,Cotton,20,0,16,14-35-14
24.13,Loamy,Cotton,42,0,3,28-28
29.13,Black,Sugarcane,11,2,33,20-20
28.27,Clayey,Pulses,42,0,0,17-17-17
28.5,Loamy,Barley,2,14,21,28-28
41.56,Sandy,Ground Nuts,11,19,22,28-28
49.55,Clayey,Maize,21,0,24,28-28
36.47,Loamy,Oil seeds,31,4,0,DAP
56.41,Sandy,Oil seeds,17,12,11,10-26-26
38.98,Clayey,Paddy,39,3,0,20-20
27.61,Loamy,Cotton,14,4,35,20-20
33.26,Red,Ground Nuts,37,0,0,17-17-17
32.35,Loamy,Cotton,40,0,0,28-28
40.65,Loamy,Paddy,17,0,37,DAP
64.39,Loamy,Millets,18,0,35,14-35-14
39.77,Clayey,Tobacco,13,2,39,14-35-14
38.37,Clayey,Wheat,32,1,4,Urea
64.71,Red,Cotton,3,12,29,20-20
55.7,Clayey,Barley,41,3,4,20-20
41.72,Red,Paddy,40,0,0,28-28
49.09,Black,Tobacco,35,0,2,28-28
39.11,Red,Pulses,23,3,13,17-17-17
70.0,Clayey,Sugarcane,4,0,10,10-26-26
42.1,Loamy,Pulses,16,2,42,Urea
31.1,Black,Pulses,18,0,36,DAP
53.59,Clayey,Pulses,12,19,10,20-20
40.76,Red,Wheat,23,0,22,DAP
60.31,Red,Ground Nuts,9,6,30,17-17-17
33.2,Loamy,Oil seeds,8,11,32,Urea
68.32,Clayey,Maize,4,12,33,10-26-26
30.6,Clayey,Ground Nuts,10,0,35,28-28
35.28,Red,Cotton,9,3,32,20-20
37.89,Black,Sugarcane,21,0,19,14-35-14
64.11,Loamy,Wheat,5,10,28,10-26-26
39.3,Clayey,Ground Nuts,12,11,11,17-17-17
23.3,Sandy,Ground Nuts,42,1,0,28-28
31.12,Clayey,Oil seeds,44,2,0,Urea
30.33,Black,Paddy,9,4,12,Urea
52.82,Clayey,Oil seeds,8,15,13,20-20
47.64,Loamy,Barley,37,0,0,10-26-26
54.73,Loamy,Paddy,35,4,2,17-17-17
32.48,Loamy,Pulses,15,0,10,20-20
44.21,Sandy,Millets,26,4,17,28-28
38.11,Red,Maize,9,7,25,Urea
56.09,Loamy,Ground Nuts,11,11,14,28-28
28.97,Black,Ground Nuts,15,0,40,17-17-17
50.32,Clayey,Pulses,14,17,8,17-17-17
54.78,Black,Cotton,7,6,32,20-20
55.57,Black,Cotton,4,0,10,17-17-17
33.06,Sandy,Pulses,7,6,18,Urea
64.34,Sandy,Pulses,14,0,36,17-17-17
54.74,Red,Millets,42,0,1,14-35-14
47.6,Red,Millets,23,0,14,DAP
51.95,Black,Pulses,37,0,0,14-35-14
30.91,Black,Barley,38,2,1,10-26-26
42.81,Loamy,Paddy,14,10,11,DAP
60.67,Loamy,Cotton,9,0,8,14-35-14
62.12,Sandy,Cotton,14,1,34,20-20
41.82,Loamy,Cotton,9,0,39,28-28
44.39,Red,Millets,22,0,15,Urea
47.14,Clayey,Maize,39,0,2,14-35-14
54.26,Black,Sugarcane,8,2,32,20-20
21.18,Red,Ground Nuts,13,0,36,28-28
24.06,Black,Maize,15,0,38,17-17-17
42.7,Loamy,Tobacco,25,0,17,20-20
53.54,Loamy,Barley,5,7,25,14-35-14
33.67,Loamy,Tobacco,18,0,32,17-17-17
42.34,Clayey,Sugarcane,16,2,26,20-20
32.46,Red,Ground Nuts,44,3,0,17-17-17
34.28,Clayey,Tobacco,13,0,38,DAP
43.13,Black,Barley,20,1,27,10-26-26
36.56,Red,Millets,16,0,42,Urea
48.43,Black,Tobacco,3,8,31,14-35-14
56.27,Red,Barley,11,6,26,10-26-26
37.96,Black,Barley,40,2,0,DAP
43.68,Loamy,Millets,20,0,19,Urea
40.88,Sandy,Tobacco,10,3,11,17-17-17
64.83,Sandy,Paddy,9,4,35,28-28
29.32,Clayey,Cotton,9,1,38,28-28
61.68,Black,Cotton,10,4,39,17-17-17
64.94,Sandy,Paddy,36,0,0,17-17-17
45.73,Clayey,Millets,32,0,0,DAP
56.53,Loamy,Wheat,15,14,13,14-35-14
69.39,Black,Maize,40,0,0,20-20
41.85,Loamy,Paddy,12,7,24,14-35-14
28.78,Sandy,Maize,32,0,2,14-35-14
43.98,Loamy,Sugarcane,36,0,0,28-28
64.9,Sandy,Paddy,15,13,15,DAP
39.33,Clayey,Barley,40,2,0,20-20
58.09,Loamy,Pulses,39,0,0,14-35-14
23.25,Loamy,Barley,13,2,6,10-26-26
35.2,Sandy,Oil seeds,25,4,24,Urea
54.62,Loamy,Tobacco,20,4,14,20-20
50.92,Sandy,Oil seeds,39,0,0,10-26-26
37.02,Clayey,Tobacco,21,2,20,DAP
44.22,Sandy,Cotton,13,0,36,28-28
60.39,Loamy,Maize,14,10,33,Urea
37.7,Black,Ground Nuts,26,0,16,20-20
58.82,Loamy,Barley,10,4,4,17-17-17
54.2,Red,Tobacco,3,5,35,DAP
65.07,Sandy,Barley,8,0,15,28-28
67.53,Sandy,Ground Nuts,21,4,22,14-35-14
36.65,Black,Sugarcane,31,0,0,Urea
20.42,Loamy,Oil seeds,7,3,41,17-17-17
47.11,Sandy,Barley,22,0,21,20-20
58.98,Black,Ground Nuts,12,5,24,17-17-17
45.64,Black,Millets,14,1,14,14-35-14
41.17,Loamy,Maize,15,3,39,20-20
35.13,Loamy,Ground Nuts,1,14,14,Urea
43.85,Loamy,Pulses,38,1,1,28-28
22.0,Red,Cotton,9,20,17,14-35-14
43.51,Loamy,Wheat,10,0,43,14-35-14
37.01,Clayey,Sugarcane,30,0,0,17-17-17
52.78,Sandy,Tobacco,45,0,0,DAP
53.21,Loamy,Cotton,17,3,28,10-26-26
55.06,Loamy,Wheat,14,1,36,Urea
53.36,Black,Ground Nuts,27,0,18,17-17-17
47.37,Red,Barley,1,15,15,Urea
59.53,Sandy,Ground Nuts,13,15,13,28-28
47.81,Clayey,Cotton,42,2,2,DAP
27.29,Black,Wheat,15,0,38,28-28
20.39,Red,Wheat,17,0,41,28-28
61.34,Loamy,Pulses,10,5,35,17-17-17
37.06,Clayey,Maize,10,16,19,17-17-17
33.67,Loamy,Sugarcane,15,2,9,DAP
70.0,Red,Paddy,22,0,16,10-26-26
51.6,Loamy,Ground Nuts,22,0,25,14-35-14
46.81,Loamy,Barley,8,17,12,17-17-17
52.3,Red,Maize,14,3,39,10-26-26
44.85,Red,Wheat,19,0,21,20-20
37.96,Clayey,Maize,24,0,20,28-28
69.62,Red,Wheat,7,7,11,10-26-26
36.14,Black,Maize,12,0,13,20-20
46.3,Black,Cotton,45,1,0,10-26-26
61.39,Sandy,Oil seeds,7,8,37,10-26-26
31.58,Sandy,Ground Nuts,16,0,44,28-28
65.9,Sandy,Pulses,16,0,10,14-35-14
50.77,Sandy,Wheat,6,4,34,Urea
38.71,Red,Millets,39,0,0,14-35-14
52.1,Loamy,Pulses,13,0,35,14-35-14
41.47,Red,Cotton,34,3,0,Urea
56.45,Clayey,Wheat,36,0,3,14-35-14
40.61,Loamy,Pulses,39,4,0,Urea
30.12,Red,Cotton,19,11,6,Urea
36.38,Clayey,Maize,2,20,18,20-20
26.29,Red,Tobacco,13,2,41,DAP
46.79,Sandy,Oil seeds,14,14,13,20-20
61.64,Loamy,Pulses,13,2,40,28-28
33.57,Sandy,Millets,43,0,3,28-28
30.92,Black,Millets,43,0,1,10-26-26
33.75,Red,Tobacco,34,1,0,17-17-17
23.7,Loamy,Sugarcane,27,2,17,28-28
38.91,Red,Oil seeds,41,0,0,10-26-26
62.44,Red,Barley,8,9,19,14-35-14
34.09,Clayey,Wheat,9,0,42,DAP
26.75,Black,Paddy,10,13,29,28-28
35.81,Red,Sugarcane,14,0,32,20-20
48.77,Clayey,Millets,26,4,18,Urea
53.19,Red,Millets,41,2,0,20-20
57.88,Sandy,Maize,8,0,5,DAP
38.75,Black,Oil seeds,2,18,24,10-26-26
31.63,Clayey,Cotton,39,0,0,DAP
49.61,Red,Paddy,20,0,26,28-28
23.96,Sandy,Oil seeds,38,2,1,DAP
32.73,Loamy,Cotton,3,5,31,28-28
58.76,Clayey,Tobacco,9,17,19,20-20
66.12,Clayey,Wheat,11,13,27,DAP
57.24,Sandy,Sugarcane,14,0,33,14-35-14
41.66,Sandy,Paddy,15,1,32,28-28
32.66,Sandy,Paddy,10,2,44,14-35-14
32.03,Sandy,Oil seeds,18,2,21,Urea
64.63,Loamy,Maize,10,4,28,Urea
44.06,Red,Tobacco,16,3,17,17-17-17
70.0,Sandy,Oil seeds,7,10,27,20-20
49.09,Red,Paddy,5,3,10,28-28
46.11,Black,Barley,6,11,31,10-26-26
30.27,Loamy,Tobacco,12,4,9,DAP
25.24,Red,Maize,16,4,17,17-17-17
37.39,Black,Cotton,37,3,0,14-35-14
48.35,Loamy,Barley,7,3,27,DAP
26.2,Black,Millets,37,0,0,28-28
39.64,Red,Barley,11,0,6,10-26-26
70.0,Sandy,Tobacco,39,1,0,14-35-14
44.99,Sandy,Paddy,5,20,24,Urea
60.98,Loamy,Pulses,5,3,17,17-17-17
56.18,Black,Maize,9,17,16,DAP
40.57,Clayey,Cotton,7,3,24,28-28
40.8,Clayey,Paddy,8,0,31,14-35-14
41.95,Clayey,Wheat,0,7,28,10-26-26
46.42,Black,Pulses,11,2,39,Urea
47.27,Sandy,Wheat,14,16,23,Urea
38.36,Clayey,Pulses,13,0,9,28-28
50.16,Loamy,Millets,27,2,23,20-20
61.11,Red,Maize,15,2,36,14-35-14
64.39,Clayey,Pulses,14,9,27,Urea
47.17,Loamy,Pulses,8,9,15,10-26-26
20.99,Loamy,Sugarcane,15,12,6,28-28
61.83,Black,Tobacco,14,13,14,28-28
55.16,Sandy,Sugarcane,1,7,33,28-28
43.21,Black,Pulses,13,6,11,DAP
36.58,Red,Cotton,43,0,0,14-35-14
40.1,Clayey,Cotton,27,1,14,DAP
43.04,Black,Wheat,11,0,17,28-28
43.41,Loamy,Wheat,10,0,34,DAP
44.43,Sandy,Barley,16,0,10,14-35-14
29.28,Clayey,Pulses,8,1,10,28-28
51.59,Red,Paddy,12,0,41,10-26-26
51.93,Loamy,Oil seeds,19,0,26,Urea
24.22,Sandy,Millets,17,15,14,10-26-26
44.89,Red,Millets,44,1,0,17-17-17
45.26,Loamy,Barley,38,0,0,DAP
43.15,Red,Cotton,34,0,0,DAP
46.64,Loamy,Oil seeds,1,21,17,20-20
32.72,Black,Maize,7,11,17,20-20
35.09,Red,Barley,14,0,36,14-35-14
30.94,Black,Millets,2,20,16,28-28
70.0,Black,Ground Nuts,13,0,35,28-28
36.42,Red,Millets,20,0,17,28-28
64.91,Black,Oil seeds,13,4,36,28-28
32.85,Sandy,Sugarcane,41,1,2,10-26-26
43.28,Sandy,Barley,33,2,0,DAP
27.06,Red,Tobacco,15,1,18,28-28
70.0,Loamy,Paddy,40,2,0,28-28
52.01,Black,Barley,11,1,8,DAP
59.21,Black,Millets,4,6,34,20-20
58.06,Clayey,Barley,6,2,8,10-26-26
34.69,Sandy,Sugarcane,17,16,20,17-17-17
70.0,Sandy,Millets,10,4,26,17-17-17
65.55,Loamy,Barley,34,0,0,DAP
57.2,Sandy,Wheat,42,0,0,20-20
40.77,Clayey,Oil seeds,14,0,5,DAP
50.87,Sandy,Oil seeds,8,0,39,Urea
30.17,Red,Maize,2,14,18,Urea
32.38,Loamy,Wheat,38,0,0,28-28
32.35,Black,Ground Nuts,10,16,13,17-17-17
35.27,Red,Wheat,10,18,10,17-17-17
43.74,Red,Oil seeds,25,1,20,20-20
32.33,Loamy,Barley,12,0,6,Urea
43.38,Sandy,Wheat,32,0,0,10-26-26
34.4,Sandy,Sugarcane,40,0,2,DAP
37.28,Loamy,Cotton,12,0,16,Urea
47.78,Sandy,Oil seeds,10,2,12,28-28
41.86,Loamy,Maize,23,4,22,DAP
25.54,Black,Barley,17,0,32,Urea
35.8,Clayey,Ground Nuts,16,0,35,DAP
39.8,Clayey,Barley,16,3,13,14-35-14
57.48,Sandy,Tobacco,13,12,16,10-26-26
50.92,Red,Sugarcane,36,1,0,Urea
49.52,Red,Barley,37,0,0,DAP
26.03,Sandy,Tobacco,37,0,0,20-20
28.6,Loamy,Paddy,12,4,39,DAP
37.26,Black,Ground Nuts,36,0,0,20-20
64.03,Black,Oil seeds,41,0,0,DAP
29.04,Red,Sugarcane,27,1,20,DAP
40.11,Sandy,Sugarcane,25,0,32,DAP
56.82,Black,Oil seeds,8,13,28,14-35-14
63.95,Black,Ground Nuts,24,0,19,14-35-14
55.39,Red,Barley,38,2,4,DAP
37.01,Black,Millets,22,0,27,10-26-26
43.94,Clayey,Paddy,37,0,0,14-35-14
48.66,Sandy,Cotton,23,3,19,Urea
58.07,Sandy,Pulses,35,0,0,DAP
62.2,Sandy,Cotton,6,0,7,10-26-26
45.67,Clayey,Maize,19,0,44,14-35-14
37.49,Clayey,Cotton,18,0,40,28-28
41.97,Clayey,Barley,34,2,4,14-35-14
31.53,Sandy,Ground Nuts,38,4,1,Urea
34.12,Loamy,Cotton,18,0,19,20-20
35.35,Clayey,Ground Nuts,14,4,41,17-17-17
29.06,Clayey,Pulses,5,12,31,20-20
23.05,Loamy,Wheat,30,4,3,28-28
41.18,Black,Pulses,18,0,22,28-28
40.95,Sandy,Millets,16,6,14,DAP
56.98,Sandy,Millets,9,0,34,10-26-26
33.78,Black,Barley,18,4,22,DAP
47.09,Red,Oil seeds,10,15,11,14-35-14
49.62,Black,Wheat,24,0,24,Urea
44.85,Clayey,Oil seeds,38,2,4,17-17-17
48.69,Loamy,Paddy,16,0,45,17-17-17
32.44,Clayey,Sugarcane,11,13,26,20-20
42.5,Clayey,Sugarcane,17,0,8,28-28
20.0,Sandy,Sugarcane,15,0,44,17-17-17
32.74,Loamy,Tobacco,13,0,13,20-20
46.14,Black,Pulses,27,0,20,14-35-14
42.4,Black,Barley,33,2,0,14-35-14
53.0,Black,Cotton,15,1,39,17-17-17
31.91,Black,Cotton,11,2,37,10-26-26
37.89,Sandy,Millets,35,4,0,Urea
70.0,Red,Pulses,10,0,33,20-20
45.96,Sandy,Cotton,27,0,19,Urea
31.96,Clayey,Cotton,11,9,33,28-28
43.51,Loamy,Pulses,11,0,45,17-17-17
44.93,Red,Ground Nuts,20,2,22,28-28
35.49,Loamy,Maize,12,3,37,17-17-17
57.46,Sandy,Barley,12,0,44,28-28
41.21,Clayey,Millets,45,1,4,17-17-17
24.64,Red,Paddy,6,21,15,17-17-17
32.94,Loamy,Ground Nuts,41,1,0,17-17-17
29.06,Red,Millets,35,0,0,10-26-26
59.48,Red,Wheat,11,4,40,20-20
30.97,Loamy,Wheat,13,0,6,28-28
31.91,Red,Sugarcane,9,4,13,Urea
48.45,Sandy,Oil seeds,10,18,18,17-17-17
41.44,Black,Pulses,11,0,9,17-17-17
34.64,Red,Millets,22,0,26,28-28
34.65,Black,Ground Nuts,19,0,23,DAP
47.61,Black,Sugarcane,8,0,10,DAP
52.13,Black,Cotton,6,13,26,28-28
46.31,Black,Tobacco,23,0,20,10-26-26
59.65,Clayey,Wheat,13,0,11,20-20
60.78,Red,Millets,18,0,36,17-17-17
20.0,Red,Tobacco,6,5,27,14-35-14
31.46,Loamy,Oil seeds,11,0,15,20-20
29.64,Black,Pulses,17,11,11,14-35-14
28.11,Loamy,Barley,15,18,16,14-35-14
31.19,Clayey,Paddy,10,0,19,DAP
53.32,Sandy,Ground Nuts,20,2,14,17-17-17
42.29,Loamy,Sugarcane,8,3,31,28-28
59.12,Red,Pulses,10,8,33,17-17-17
25.06,Sandy,Barley,45,0,0,20-20
45.45,Sandy,Barley,8,0,9,17-17-17
43.56,Clayey,Maize,2,14,18,17-17-17
28.8,Loamy,Barley,10,1,41,14-35-14
62.23,Black,Oil seeds,42,0,3,10-26-26
40.38,Black,Sugarcane,9,15,19,Urea
30.54,Sandy,Oil seeds,38,0,3,17-17-17
31.04,Red,Paddy,8,17,16,28-28
55.59,Loamy,Millets,25,0,23,17-17-17
23.6,Loamy,Barley,22,1,15,20-20
53.98,Red,Cotton,8,0,8,17-17-17
49.66,Red,Barley,14,2,18,Urea
43.57,Loamy,Barley,8,0,34,DAP
48.49,Loamy,Maize,20,1,23,10-26-26
56.75,Black,Millets,6,13,26,Urea
50.43,Black,Maize,18,0,18,DAP
44.75,Sandy,Pulses,4,18,17,Urea
44.01,Red,Paddy,5,11,26,10-26-26
39.19,Red,Paddy,37,3,3,28-28
44.43,Sandy,Pulses,41,0,0,14-35-14
34.85,Loamy,Oil seeds,11,1,19,20-20
40.04,Black,Tobacco,4,20,19,28-28
46.26,Sandy,Sugarcane,17,14,15,Urea
62.24,Black,Cotton,10,2,10,28-28
44.05,Black,Millets,14,3,10,17-17-17
56.35,Sandy,Barley,15,0,31,28-28
39.74,Loamy,Oil seeds,22,2,21,17-17-17
52.22,Black,Oil seeds,34,0,1,DAP
64.1,Red,Sugarcane,9,2,11,Urea
65.23,Black,Wheat,30,4,0,Urea
36.33,Loamy,Maize,37,0,0,Urea
45.12,Clayey,Oil seeds,11,12,32,DAP
44.2,Clayey,Tobacco,18,0,16,17-17-17
70.0,Loamy,Wheat,36,1,0,17-17-17
48.07,Clayey,Millets,11,0,7,10-26-26
47.26,Black,Millets,11,0,11,20-20
52.58,Black,Maize,6,1,13,DAP
26.05,Black,Cotton,25,0,18,Urea
28.28,Clayey,Paddy,16,0,36,20-20
58.28,Sandy,Barley,12,8,28,Urea
45.24,Sandy,Paddy,4,10,25,28-28
36.85,Loamy,Paddy,22,0,26,14-35-14
37.32,Black,Oil seeds,12,0,36,DAP
36.99,Sandy,Ground Nuts,7,12,17,Urea
21.67,Sandy,Ground Nuts,17,21,18,Urea
21.84,Clayey,Millets,42,0,0,DAP
31.22,Red,Paddy,34,0,1,10-26-26
44.73,Sandy,Tobacco,26,3,21,17-17-17
37.62,Loamy,Barley,12,3,32,DAP
65.55,Black,Sugarcane,7,0,4,28-28
33.26,Clayey,Millets,7,2,44,28-28
42.89,Black,Barley,19,2,20,20-20
45.18,Sandy,Tobacco,7,0,46,17-17-17
20.0,Clayey,Paddy,11,0,39,14-35-14
51.02,Sandy,Barley,11,6,19,20-20
42.69,Clayey,Wheat,9,12,15,17-17-17
47.92,Red,Paddy,26,0,23,DAP
34.66,Red,Sugarcane,45,2,0,10-26-26
46.18,Sandy,Cotton,9,0,44,DAP
67.79,Loamy,Ground Nuts,12,13,15,28-28
43.97,Black,Millets,20,3,25,Urea
33.09,Loamy,Pulses,8,0,30,20-20
35.97,Red,Ground Nuts,37,0,0,17-17-17
43.66,Clayey,Tobacco,7,0,38,10-26-26
47.09,Clayey,Paddy,4,6,25,20-20
54.7,Loamy,Ground Nuts,7,8,11,20-20
40.58,Black,Millets,20,0,21,20-20
34.87,Black,Barley,37,3,0,Urea
36.05,Black,Pulses,35,2,0,17-17-17
28.85,Clayey,Wheat,16,10,7,17-17-17
51.85,Loamy,Maize,17,4,16,10-26-26
50.99,Clayey,Barley,4,7,33,17-17-17
68.26,Clayey,Millets,11,12,12,Urea
44.21,Clayey,Cotton,18,0,14,14-35-14
35.03,Red,Sugarcane,25,0,15,Urea
40.3,Clayey,Ground Nuts,7,3,4,10-26-26
55.61,Black,Cotton,20,0,20,DAP
65.07,Black,Wheat,39,0,0,10-26-26
38.46,Red,Tobacco,10,0,14,DAP
25.87,Clayey,Wheat,41,0,1,28-28
20.0,Black,Barley,13,11,27,14-35-14
28.8,Clayey,Sugarcane,43,0,1,DAP
39.93,Sandy,Paddy,37,3,3,14-35-14
37.85,Loamy,Cotton,26,0,27,17-17-17
27.0,Black,Tobacco,32,0,4,10-26-26
58.78,Loamy,Ground Nuts,10,18,15,Urea
57.85,Red,Cotton,26,4,17,Urea
21.85,Black,Wheat,11,0,37,10-26-26
23.15,Clayey,Cotton,10,2,41,14-35-14
29.15,Red,Sugarcane,10,0,14,28-28
25.46,Red,Pulses,15,18,20,10-26-26
55.28,Black,Millets,8,8,31,28-28
20.0,Black,Barley,10,3,27,Urea
32.46,Clayey,Oil seeds,20,0,21,28-28
45.6,Sandy,Pulses,6,0,13,28-28
49.63,Black,Tobacco,42,3,0,Urea
50.06,Sandy,Ground Nuts,5,8,28,14-35-14
27.47,Clayey,Pulses,10,0,41,10-26-26
46.61,Loamy,Tobacco,35,3,1,17-17-17
59.52,Red,Barley,38,0,1,DAP
45.65,Loamy,Ground Nuts,38,4,0,28-28
40.76,Loamy,Cotton,8,15,17,Urea
47.91,Red,Sugarcane,9,0,36,14-35-14
54.84,Black,Cotton,9,0,36,DAP
28.23,Red,Cotton,8,5,25,17-17-17
36.23,Clayey,Sugarcane,10,17,18,14-35-14
67.14,Clayey,Tobacco,15,0,33,10-26-26
33.26,Sandy,Millets,12,14,13,14-35-14
34.44,Sandy,Paddy,8,11,11,20-20
45.81,Loamy,Oil seeds,0,13,32,Urea
32.62,Black,Barley,3,4,32,17-17-17
60.37,Loamy,Maize,11,0,11,DAP
36.15,Black,Tobacco,35,0,4,14-35-14
52.61,Clayey,Sugarcane,24,4,25,DAP
28.3,Red,Maize,4,14,31,Urea
42.18,Red,Millets,10,22,13,10-26-26
33.71,Black,Sugarcane,32,0,0,DAP
70.0,Red,Cotton,31,0,3,14-35-14
37.35,Red,Maize,8,4,16,Urea
39.17,Clayey,Oil seeds,21,4,22,10-26-26
48.76,Red,Ground Nuts,10,2,10,14-35-14
24.3,Clayey,Barley,12,10,28,20-20
27.39,Black,Paddy,19,0,35,14-35-14
52.11,Sandy,Millets,16,1,6,Urea
43.98,Black,Tobacco,38,2,0,10-26-26
30.37,Clayey,Wheat,42,0,0,Urea
49.89,Black,Barley,38,2,0,28-28
62.26,Red,Barley,14,0,13,20-20
49.4,Sandy,Millets,12,7,33,Urea
25.84,Sandy,Sugarcane,11,10,9,Urea
33.31,Sandy,Tobacco,15,4,39,DAP
41.87,Sandy,Pulses,10,4,15,14-35-14
50.19,Red,Oil seeds,8,14,10,28-28
31.59,Black,Cotton,8,19,22,20-20
40.35,Black,Maize,24,0,22,10-26-26
41.41,Loamy,Cotton,9,8,8,14-35-14
54.41,Black,Paddy,11,12,29,Urea
43.06,Black,Paddy,10,0,32,DAP
20.51,Black,Paddy,45,0,4,Urea
53.73,Loamy,Millets,12,12,31,28-28
60.87,Sandy,Tobacco,10,5,28,10-26-26
45.19,Loamy,Paddy,7,4,28,28-28
35.2,Red,Paddy,13,0,38,DAP
43.9,Black,Pulses,2,19,21,20-20
20.99,Clayey,Maize,3,4,33,14-35-14
69.28,Clayey,Tobacco,36,0,2,14-35-14
41.62,Sandy,Barley,45,0,0,10-26-26
61.71,Black,Pulses,7,8,31,28-28
40.7,Red,Pulses,18,3,27,Urea
36.72,Red,Barley,42,0,2,20-20
41.09,Black,Cotton,26,0,14,17-17-17
36.26,Sandy,Paddy,26,1,20,Urea
28.65,Clayey,Maize,44,3,0,28-28
31.3,Sandy,Sugarcane,8,4,43,14-35-14
58.47,Loamy,Tobacco,14,0,36,17-17-17
37.94,Loamy,Sugarcane,16,1,31,Urea
43.22,Black,Sugarcane,21,0,23,Urea
62.67,Black,Ground Nuts,12,17,11,17-17-17
63.0,Sandy,Maize,6,7,28,10-26-26
48.74,Black,Ground Nuts,3,4,29,20-20
40.89,Loamy,Paddy,15,0,45,20-20
42.74,Sandy,Sugarcane,5,21,18,Urea
29.29,Red,Paddy,21,0,19,28-28
55.34,Clayey,Maize,22,0,21,20-20
37.71,Black,Tobacco,18,0,27,28-28
31.87,Loamy,Tobacco,23,0,21,28-28
25.72,Sandy,Barley,13,3,35,28-28
64.17,Sandy,Maize,35,0,0,Urea
36.07,Red,Ground Nuts,12,6,33,10-26-26
49.02,Black,Ground Nuts,21,2,19,Urea
